bubblesortInt1024,8.412170410156250000,7.182434082031250000,,,830.107
bubblesortInt1024,10.444274902343750000,9.146545410156250000,,,867.178
bubblesortInt1024,13.078125000000000000,11.347412109375000000,,,1082.22
bubblesortInt1024,11.260009765625000000,9.801269531250000000,,,891.41
bubblesortInt1024,13.402099609375000000,11.659118652343750000,,,1077.38
bubblesortInt1024,13.949829101562500000,12.123352050781250000,,,1160.44
bubblesortInt1024,10.602050781250000000,9.215454101562500000,,,841.597
bubblesortInt1024,12.997314453125000000,11.333251953125000000,,,1066.97
bubblesortInt1024,13.124694824218750000,11.370727539062500000,,,1053.62
bubblesortInt1024,13.170288085937500000,11.483398437500000000,,,1082.82
bubblesortInt1024,13.255126953125000000,11.443542480468750000,,,1074.75
bubblesortInt1024,13.002990722656250000,11.382446289062500000,,,1006.4
bubblesortInt1024,12.940307617187500000,11.203369140625000000,,,1012.79
bubblesortInt1024,12.829467773437500000,11.199035644531250000,,,1013.04
bubblesortInt1024,11.313903808593750000,9.887512207031250000,,,897.241
bubblesortInt1024,13.150329589843750000,11.466369628906250000,,,1052.29
bubblesortInt1024,13.587585449218750000,11.770446777343750000,,,1049.7
bubblesortInt1024,13.160217285156250000,11.403930664062500000,,,1019.24
bubblesortInt1024,11.336791992187500000,9.943054199218750000,,,868.015
bubblesortInt1024,13.503051757812500000,11.806640625000000000,,,1061.19
bubblesortInt1024,13.267395019531250000,11.530456542968750000,,,1032.18
bubblesortInt1024,14.879760742187500000,12.888000488281250000,,,1272.83
bubblesortInt1024,11.351257324218750000,9.821716308593750000,,,873.301
bubblesortInt1024,14.937072753906250000,12.947814941406250000,,,1207.45
bubblesortInt1024,11.021423339843750000,9.676025390625000000,,,839.937
bubblesortInt1024,13.254150390625000000,11.566833496093750000,,,1019.83
bubblesortInt1024,13.582824707031250000,11.840270996093750000,,,1040.76
bubblesortInt1024,13.227966308593750000,11.538452148437500000,,,1024.36
bubblesortInt1024,11.896728515625000000,10.424194335937500000,,,922.813
bubblesortInt1024,15.132019042968750000,13.128784179687500000,,,1251.62
bubblesortInt1024,11.040771484375000000,9.556396484375000000,,,847.336
bubblesortInt1024,13.411987304687500000,11.649963378906250000,,,1019.96
bubblesortInt1024,13.528991699218750000,11.841186523437500000,,,1061.59
bubblesortInt1024,13.328186035156250000,11.620849609375000000,,,1014.86
bubblesortInt1024,13.329284667968750000,11.557312011718750000,,,1012.94
bubblesortInt1024,11.480346679687500000,9.938720703125000000,,,880.657
bubblesortInt1024,13.378967285156250000,11.670349121093750000,,,1039.26
bubblesortInt1024,13.506896972656250000,11.773681640625000000,,,1065.46
bubblesortInt1024,13.445922851562500000,11.778747558593750000,,,1037.62
bubblesortInt1024,13.579650878906250000,11.822692871093750000,,,1041.34
bubblesortInt1024,11.534545898437500000,10.105895996093750000,,,876.056
bubblesortInt1024,13.377990722656250000,11.660034179687500000,,,1018.32
bubblesortInt1024,13.533630371093750000,11.765625000000000000,,,1032.86
bubblesortInt1024,14.034118652343750000,12.192016601562500000,,,1097.46
bubblesortInt1024,11.588500976562500000,10.173583984375000000,,,877.639
bubblesortInt1024,13.375732421875000000,11.702697753906250000,,,1013.49
bubblesortInt1024,13.380493164062500000,11.722961425781250000,,,1024.87
bubblesortInt1024,13.467956542968750000,11.738464355468750000,,,1019.33
bubblesortInt1024,12.001892089843750000,10.512084960937500000,,,906.8
bubblesortInt1024,13.469543457031250000,11.768615722656250000,,,1020.92
bubblesortInt512,7.890502929687500000,6.803039550781250000,,,797.007
bubblesortInt512,8.567626953125000000,7.477355957031250000,,,752.619
bubblesortInt512,9.651916503906250000,8.415039062500000000,,,780.715
bubblesortInt512,9.579345703125000000,8.322387695312500000,,,754.281
bubblesortInt512,9.683044433593750000,8.436767578125000000,,,779.482
bubblesortInt512,9.793945312500000000,8.555541992187500000,,,773.335
bubblesortInt512,9.606811523437500000,8.392944335937500000,,,776.036
bubblesortInt512,10.109497070312500000,8.764404296875000000,,,826.898
bubblesortInt512,9.690002441406250000,8.390930175781250000,,,755.942
bubblesortInt512,9.698059082031250000,8.489990234375000000,,,762.207
bubblesortInt512,9.973571777343750000,8.589111328125000000,,,815.475
bubblesortInt512,9.970031738281250000,8.679443359375000000,,,785.848
bubblesortInt512,9.839904785156250000,8.593261718750000000,,,764.709
bubblesortInt512,9.866455078125000000,8.560302734375000000,,,768.136
bubblesortInt512,9.802062988281250000,8.585449218750000000,,,773.072
bubblesortInt512,9.961853027343750000,8.645874023437500000,,,810.773
bubblesortInt512,9.958129882812500000,8.715820312500000000,,,785.621
bubblesortInt512,9.872985839843750000,8.623352050781250000,,,772.546
bubblesortInt512,9.858642578125000000,8.559936523437500000,,,747.374
bubblesortInt512,10.089904785156250000,8.726257324218750000,,,784.053
bubblesortInt512,9.928588867187500000,8.593566894531250000,,,797.318
bubblesortInt512,10.175170898437500000,8.899108886718750000,,,801.318
bubblesortInt512,9.796691894531250000,8.579101562500000000,,,754.411
bubblesortInt512,10.047668457031250000,8.774169921875000000,,,774.599
bubblesortInt512,10.120788574218750000,8.790527343750000000,,,838.808
bubblesortInt512,10.108032226562500000,8.754272460937500000,,,817.132
bubblesortInt512,10.167907714843750000,8.851440429687500000,,,835.036
bubblesortInt512,10.011596679687500000,8.768310546875000000,,,768.982
bubblesortInt512,10.042053222656250000,8.718933105468750000,,,786.696
bubblesortInt512,10.447265625000000000,9.092285156250000000,,,851.635
bubblesortInt512,10.065734863281250000,8.748840332031250000,,,788.372
bubblesortInt512,10.222412109375000000,8.948669433593750000,,,792.889
bubblesortInt512,10.196655273437500000,8.909912109375000000,,,794.319
bubblesortInt512,10.185546875000000000,8.835998535156250000,,,779.316
bubblesortInt512,9.967407226562500000,8.729797363281250000,,,765.142
bubblesortInt512,10.061645507812500000,8.748229980468750000,,,781.449
bubblesortInt512,10.040832519531250000,8.713378906250000000,,,771.25
bubblesortInt512,10.012512207031250000,8.740722656250000000,,,810.376
bubblesortInt512,10.057739257812500000,8.767150878906250000,,,770.636
bubblesortInt512,10.032043457031250000,8.782043457031250000,,,778.43
bubblesortInt512,10.216369628906250000,8.860961914062500000,,,811.308
bubblesortInt512,10.023620605468750000,8.772705078125000000,,,762.686
bubblesortInt512,10.093444824218750000,8.762817382812500000,,,836.456
bubblesortInt512,10.528747558593750000,9.073486328125000000,,,856.438
bubblesortInt512,10.076293945312500000,8.816284179687500000,,,784.441
bubblesortInt512,10.166870117187500000,8.859375000000000000,,,783.353
bubblesortInt512,10.170593261718750000,8.855407714843750000,,,786.613
bubblesortInt512,10.102050781250000000,8.869506835937500000,,,764.649
bubblesortInt512,10.021057128906250000,8.675964355468750000,,,764.726
bubblesortInt512,10.105102539062500000,8.818664550781250000,,,765.386
bubblesortLong512,8.174255371093750000,6.982360839843750000,,,782.521
bubblesortLong512,9.639526367187500000,8.433471679687500000,,,787
bubblesortLong512,11.292541503906250000,9.774414062500000000,,,940.088
bubblesortLong512,12.039794921875000000,10.439880371093750000,,,986.59
bubblesortLong512,10.982971191406250000,9.602905273437500000,,,878.845
bubblesortLong512,13.404968261718750000,11.690429687500000000,,,1204.55
bubblesortLong512,10.427124023437500000,9.079101562500000000,,,891.306
bubblesortLong512,12.431945800781250000,10.921203613281250000,,,1001.35
bubblesortLong512,10.924316406250000000,9.521057128906250000,,,868.591
bubblesortLong512,11.113647460937500000,9.730163574218750000,,,869.933
bubblesortLong512,12.580627441406250000,11.013183593750000000,,,1017.13
bubblesortLong512,11.680480957031250000,10.197937011718750000,,,993.656
bubblesortLong512,11.208312988281250000,9.794311523437500000,,,893.628
bubblesortLong512,12.938110351562500000,11.223754882812500000,,,1042.74
bubblesortLong512,11.033264160156250000,9.643676757812500000,,,869.06
bubblesortLong512,12.647338867187500000,11.124938964843750000,,,1002.79
bubblesortLong512,11.535278320312500000,10.097778320312500000,,,917.519
bubblesortLong512,11.269165039062500000,9.884521484375000000,,,877.09
bubblesortLong512,12.895385742187500000,11.327087402343750000,,,1008.87
bubblesortLong512,11.205139160156250000,9.800048828125000000,,,909.812
bubblesortLong512,11.293579101562500000,9.951232910156250000,,,884.191
bubblesortLong512,12.559814453125000000,10.987426757812500000,,,1001
bubblesortLong512,11.445922851562500000,10.084106445312500000,,,896.719
bubblesortLong512,13.365661621093750000,11.580749511718750000,,,1067.94
bubblesortLong512,11.390502929687500000,9.879394531250000000,,,873.278
bubblesortLong512,12.894287109375000000,11.237731933593750000,,,1003.41
bubblesortLong512,11.057861328125000000,9.677185058593750000,,,882.444
bubblesortLong512,11.565429687500000000,10.049011230468750000,,,892.601
bubblesortLong512,11.863403320312500000,10.284729003906250000,,,925.324
bubblesortLong512,12.843200683593750000,11.145324707031250000,,,987.466
bubblesortLong512,11.439636230468750000,9.971069335937500000,,,872.942
bubblesortLong512,11.266418457031250000,9.889465332031250000,,,857.037
bubblesortLong512,12.578857421875000000,10.963012695312500000,,,1076.01
bubblesortLong512,11.381042480468750000,9.963256835937500000,,,874.065
bubblesortLong512,11.551757812500000000,10.035949707031250000,,,876.202
bubblesortLong512,12.302551269531250000,10.645446777343750000,,,995.827
bubblesortLong512,12.000732421875000000,10.427001953125000000,,,996.964
bubblesortLong512,13.006530761718750000,11.384765625000000000,,,1014.83
bubblesortLong512,12.968261718750000000,11.221679687500000000,,,1007.62
bubblesortLong512,11.429199218750000000,9.904479980468750000,,,876.467
bubblesortLong512,11.723510742187500000,10.117065429687500000,,,938.706
bubblesortLong512,13.249816894531250000,11.503051757812500000,,,997.512
bubblesortLong512,11.528076171875000000,10.025329589843750000,,,866.401
bubblesortLong512,13.399963378906250000,11.620300292968750000,,,1038.68
bubblesortLong512,11.576721191406250000,10.128051757812500000,,,877.28
bubblesortLong512,11.899902343750000000,10.448181152343750000,,,910.218
bubblesortLong512,11.362060546875000000,9.914794921875000000,,,858.929
bubblesortLong512,13.170349121093750000,11.465698242187500000,,,1099.48
bubblesortLong512,11.001586914062500000,9.610839843750000000,,,872.245
bubblesortLong512,11.768859863281250000,10.298034667968750000,,,927.18
bubblesortLong1024,13.402770996093750000,11.513610839843750000,,,1431.52
bubblesortLong1024,15.243713378906250000,13.276062011718750000,,,1419.57
bubblesortLong1024,18.492065429687500000,15.938720703125000000,,,1770.33
bubblesortLong1024,15.969055175781250000,13.817321777343750000,,,1462.47
bubblesortLong1024,18.430603027343750000,15.929016113281250000,,,1736.92
bubblesortLong1024,17.030700683593750000,14.817016601562500000,,,1602.19
bubblesortLong1024,16.028198242187500000,13.966979980468750000,,,1466.74
bubblesortLong1024,18.174377441406250000,15.788574218750000000,,,1720.37
bubblesortLong1024,16.290283203125000000,14.135681152343750000,,,1443.69
bubblesortLong1024,18.761779785156250000,16.148132324218750000,,,1743.02
bubblesortLong1024,16.308959960937500000,14.202758789062500000,,,1434.49
bubblesortLong1024,18.078918457031250000,15.495117187500000000,,,1633
bubblesortLong1024,16.913696289062500000,14.625671386718750000,,,1605.29
bubblesortLong1024,17.710083007812500000,15.280395507812500000,,,1702.26
bubblesortLong1024,16.135253906250000000,13.994934082031250000,,,1477.54
bubblesortLong1024,18.345642089843750000,15.918579101562500000,,,1711.78
bubblesortLong1024,16.630920410156250000,14.480224609375000000,,,1479.53
bubblesortLong1024,18.109008789062500000,15.696350097656250000,,,1624.32
bubblesortLong1024,18.831787109375000000,16.304199218750000000,,,1753.58
bubblesortLong1024,17.229431152343750000,14.929260253906250000,,,1548.05
bubblesortLong1024,17.522827148437500000,15.220581054687500000,,,1600.1
bubblesortLong1024,16.715698242187500000,14.551391601562500000,,,1468.42
bubblesortLong1024,17.913269042968750000,15.478820800781250000,,,1616.02
bubblesortLong1024,19.316467285156250000,16.666503906250000000,,,1824.36
bubblesortLong1024,17.786071777343750000,15.419433593750000000,,,1536.91
bubblesortLong1024,16.526489257812500000,14.303222656250000000,,,1442.47
bubblesortLong1024,17.351745605468750000,15.080383300781250000,,,1622.66
bubblesortLong1024,18.825134277343750000,16.184448242187500000,,,1713.21
bubblesortLong1024,16.742553710937500000,14.406738281250000000,,,1507.07
bubblesortLong1024,17.173767089843750000,14.867126464843750000,,,1594.51
bubblesortLong1024,19.011108398437500000,16.332214355468750000,,,1786.88
bubblesortLong1024,17.465332031250000000,14.994445800781250000,,,1549.56
bubblesortLong1024,16.898681640625000000,14.670593261718750000,,,1454.5
bubblesortLong1024,18.412170410156250000,15.866699218750000000,,,1800.76
bubblesortLong1024,17.034179687500000000,14.797546386718750000,,,1454.91
bubblesortLong1024,18.090759277343750000,15.671630859375000000,,,1654.92
bubblesortLong1024,18.269287109375000000,15.808959960937500000,,,1642.12
bubblesortLong1024,17.646850585937500000,15.193237304687500000,,,1579.78
bubblesortLong1024,18.172058105468750000,15.657653808593750000,,,1638.68
bubblesortLong1024,18.224243164062500000,15.694946289062500000,,,1605.89
bubblesortLong1024,19.173461914062500000,16.655761718750000000,,,1729.2
bubblesortLong1024,17.226257324218750000,14.957336425781250000,,,1568.85
bubblesortLong1024,17.152404785156250000,14.887512207031250000,,,1508.07
bubblesortLong1024,17.947204589843750000,15.582153320312500000,,,1591.99
bubblesortLong1024,19.110046386718750000,16.542114257812500000,,,1734.34
bubblesortLong1024,16.295227050781250000,14.167968750000000000,,,1411.52
bubblesortLong1024,18.387634277343750000,15.860534667968750000,,,1617.68
bubblesortLong1024,17.253601074218750000,14.911132812500000000,,,1589.16
bubblesortLong1024,17.939147949218750000,15.507263183593750000,,,1705.79
bubblesortLong1024,16.771728515625000000,14.519348144531250000,,,1461.11
bubblesortFloat512,8.524780273437500000,7.289184570312500000,,,806.908
bubblesortFloat512,9.659057617187500000,8.392883300781250000,,,806.096
bubblesortFloat512,9.723510742187500000,8.459960937500000000,,,795.644
bubblesortFloat512,9.668579101562500000,8.471191406250000000,,,784.517
bubblesortFloat512,9.637451171875000000,8.450500488281250000,,,785.824
bubblesortFloat512,9.895935058593750000,8.592346191406250000,,,812.162
bubblesortFloat512,9.804016113281250000,8.620910644531250000,,,807.733
bubblesortFloat512,9.817626953125000000,8.593017578125000000,,,802.657
bubblesortFloat512,9.615661621093750000,8.441955566406250000,,,783.152
bubblesortFloat512,9.897338867187500000,8.668395996093750000,,,798.521
bubblesortFloat512,9.940612792968750000,8.694580078125000000,,,799.911
bubblesortFloat512,9.683227539062500000,8.488952636718750000,,,798.221
bubblesortFloat512,9.938842773437500000,8.665649414062500000,,,793.131
bubblesortFloat512,9.901000976562500000,8.653259277343750000,,,797.231
bubblesortFloat512,10.051513671875000000,8.780212402343750000,,,830.739
bubblesortFloat512,9.871337890625000000,8.674804687500000000,,,788.746
bubblesortFloat512,9.831787109375000000,8.651794433593750000,,,785.333
bubblesortFloat512,10.033874511718750000,8.754760742187500000,,,790.04
bubblesortFloat512,10.050231933593750000,8.802368164062500000,,,818.575
bubblesortFloat512,10.132202148437500000,8.847534179687500000,,,810.618
bubblesortFloat512,10.265930175781250000,8.952819824218750000,,,825.285
bubblesortFloat512,10.161560058593750000,8.895507812500000000,,,806.39
bubblesortFloat512,9.970214843750000000,8.652954101562500000,,,779.727
bubblesortFloat512,10.177734375000000000,8.845642089843750000,,,802.846
bubblesortFloat512,10.331604003906250000,9.021667480468750000,,,814.517
bubblesortFloat512,10.013000488281250000,8.734008789062500000,,,786.662
bubblesortFloat512,10.320983886718750000,9.036621093750000000,,,819.004
bubblesortFloat512,10.333312988281250000,8.956054687500000000,,,824.672
bubblesortFloat512,10.182556152343750000,8.791931152343750000,,,808.827
bubblesortFloat512,10.162719726562500000,8.840209960937500000,,,804.596
bubblesortFloat512,10.640686035156250000,9.163940429687500000,,,869.57
bubblesortFloat512,10.168884277343750000,8.791320800781250000,,,800.722
bubblesortFloat512,10.068847656250000000,8.789001464843750000,,,777.986
bubblesortFloat512,10.158874511718750000,8.901855468750000000,,,790.284
bubblesortFloat512,10.255065917968750000,8.940795898437500000,,,804.012
bubblesortFloat512,10.369384765625000000,8.985168457031250000,,,823.404
bubblesortFloat512,10.072570800781250000,8.818664550781250000,,,801.572
